% Model:              run40_lam_2_1_300_output.mph
% Version:            COMSOL 5.2.1.262
% Date:               Jan 12 2018, 17:25
% Dimension:          1
% Nodes:              26
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
# p = 300 W
# r_beam = 2 mm
# d_Cu = 1 mm
# d_water = 1.5 mm
# 3l/min water flowrate at 20 degC
z_mm                      T_degC
0                         341.35763010502285
0.0024999999999977263     333.16722039708975
0.0049999999999954525     324.9801401036492
0.33833333333333115       265.16417010196096
0.6716666666666598        234.3249487348874
1.004999999999999         223.5816033401485
1.016012042105988         196.05992967509775
1.0313732989848745        159.5932804756439
1.0528014964643369        115.60179286964461
1.082692777551511         73.35345682730104
1.1243896438366114        41.78968231188725
1.182554720566742         26.23263039302674
1.2636921405323456        21.32559461236616
1.3768748489334186        20.233496967754093
1.5347591578803197        20.033632577939898
1.754999999999999         20.006993426756367
1.9752408421196712        20.003344968339377
2.133125151066565         20.000921269420758
2.2463078594676418        20.00037328770162
2.3274452794332383        20.000201112491595
2.3856103561633795        20.000146036295575
2.4273072224484835        20.000128868852983
2.4571985035356505        20.00012384634249
2.4786267010151164        20.000122568503457
2.4939879578940065        20.000122327883332
2.504999999999999         20.000122308936454
